00 27 40.8|-01 37 42| 122| | 7|
00 27 46.8|-01 35 42| 123| | 7|
00 27 58.8|-01 48 42| 124| | 5|14.0
00 28 53.1|+02 50 17| 125| | 5|14.0
00 29 11.1|+02 48 17| 126| | 5|15.5
00 29 11.1|+02 52 17| 127| | 5|15.0
00 29 17.1|+02 51 17| 128| | 5|13.0
00 29 54.3|+60 13 17| 129| | 1|10.0
00 29 17.1|+02 51 17| 130| | 5|15.0
00 29 32.2|-33 16 43| 131| | 5|
00 30 11.1|+02 05 17| 132| | 5|14.0
00 31 07.7|+63 21 16| 133| | 1| 9.5
00 30 20.1|-33 15 43| 134| | 5|11.0
00 33 15.8|-13 21 44| 135| | 5|
00 31 31.2|+61 31 16| 136| | 1|11.5
00 31 05.7|+10 11 17| 137| | 5|14.0
00 30 59.3|+05 10 17| 138| | 5|15.0
00 30 59.3|+05 05 17| 139| | 5|15.5
00 31 19.6|+30 47 16| 140| | 5|14.0
00 31 23.3|+05 11 17| 141| | 5|15.5
00 31 15.1|-22 36 43| 142| | 5|14.0
00 31 21.1|-22 33 43| 143| | 5|15.0
00 31 27.1|-22 38 43| 144| | 5|14.0
00 31 46.5|-05 09 43| 145| | 5|12.0
00 33 02.2|+63 16 16| 146| | 1| 9.5
00 33 16.3|+48 30 16| 147| | 5|11.5
00 34 13.9|-31 47 44| 148| | 5|13.0
00 33 43.8|+30 43 16| 149| | 5|15.0
00 34 14.3|-27 48 44| 150| | 5|12.5
00 34 10.1|-09 41 44| 151| | 5|12.5
00 32 49.4|-73 08 44| 152| |29|12.0
00 34 16.1|-09 42 44| 153| | 7|
00 34 03.8|-12 38 44| 154| | 5|14.0
00 34 40.0|-10 45 44| 155| | 5|13.0
00 34 34.2|-08 20 44| 156| | 7|
00 34 52.2|-08 23 44| 157| | 5|11.5
00 34 52.2|-08 18 44| 158| | 7|
00 34 33.7|-55 46 44| 159| | 5|
00 36 01.2|+23 57 15| 160| | 5|13.5
00 35 28.7|-02 49 45| 161| | 5|15.0
00 36 07.2|+23 58 15| 162| | 5|
00 36 04.0|-10 07 45| 163| | 5|13.0
00 36 29.2|+02 45 15| 164| | 5|16.0
00 36 28.0|-10 07 45| 165| | 5|13.0
00 35 45.7|-13 36 45| 166| | 5|15.0
00 35 20.7|-23 21 44| 167| | 5|13.0
00 36 44.7|-22 35 45| 168| | 5|14.0
00 36 49.3|+23 59 15| 169| | 5|13.5
00 36 55.3|+23 59 15| 169|A| 5|
00 36 41.1|+01 51 15| 170| | 5|15.5
00 36 45.2|-18 29 45| 171| | 7|
00 37 14.7|-22 35 45| 172| | 5|14.0
00 37 11.1|+01 56 15| 173| | 5|14.5
00 36 55.9|-29 28 45| 174| | 5|14.0
00 37 27.0|-19 55 45| 175| | 5|13.0
00 35 47.9|-73 10 44| 176| |19|12.0
00 37 32.7|-22 33 45| 177| | 5|13.0
00 39 03.5|-14 10 46| 178| | 5|13.0
00 37 45.2|-17 52 45| 179| | 5|14.0
00 37 59.7|+08 38 14| 180| | 5|14.5
00 38 14.0|+29 28 14| 181| | 5|15.5
00 38 11.2|+02 43 14| 182| | 5|14.0
00 38 20.0|+29 30 14| 183| | 5|14.0
00 38 32.0|+29 26 14| 184| | 5|15.5
00 38 59.2|+48 20 14| 185| | 5|11.0
00 38 29.2|+03 09 14| 186| | 5|15.0
00 39 33.4|-14 40 46| 187| | 5|13.0
00 44 26.5|+85 20 12| 188| | 1| 9.5
00 38 44.9|+61 03 14| 189| | 1|11.0
00 38 53.6|+07 02 14| 190| | 5|14.5
00 38 58.0|-09 00 46| 191| | 5|12.0
00 39 17.0|+00 51 14| 192| | 5|14.0
00 39 23.2|+03 19 14| 193| | 5|14.5
00 39 17.2|+03 02 14| 194| | 5|14.0
00 39 40.0|-09 11 46| 195| | 5|14.0
00 39 17.0|+00 54 14| 196| | 5|14.0
00 39 23.0|+00 53 14| 197| | 5|15.0
00 39 23.2|+02 47 14| 198| | 5|14.0
00 39 35.2|+03 07 14| 199| | 5|15.0
00 39 35.2|+02 53 14| 200| | 5|14.0
00 39 41.0|+00 51 14| 201| | 5|14.5
00 39 41.3|+03 31 14| 202| | 5|15.5
00 39 41.3|+03 26 14| 203| | 5|15.0
00 39 47.2|+03 17 14| 204| | 5|14.5
00 40 22.0|+41 41 13| 205| | 5|10.0
00 40 33.9|+40 44 13| 206| |65|
00 39 57.4|-15 09 46| 207| | 7|
00 40 23.2|+02 44 14| 208| | 5|15.5
00 39 09.0|-18 37 46| 209| | 5|14.0
00 40 27.5|-13 52 46| 210| | 5|12.0
00 40 59.3|+03 26 13| 211| | 7|
00 40 08.3|-56 09 46| 212| | 5|
00 41 12.7|+16 28 13| 213| | 5|15.0
00 41 25.7|+25 30 13| 214| | 5|13.0
00 40 56.2|-56 12 46| 215| | 5|
00 41 26.6|-21 02 47| 216| | 5|13.0
00 41 33.9|-10 01 47| 217| | 5|13.0
00 41 45.3|+36 21 13| 218| | 5|15.5
00 42 17.0|+00 54 13| 219| | 5|15.5
00 40 27.4|-73 23 46| 220| |19|11.5
00 42 46.2|+40 52 12| 221| | 5|10.0
00 40 33.3|-73 23 46| 222| |19|11.5
00 42 41.0|+00 51 13| 223| | 5|14.5
00 42 46.3|+41 16 12| 224| | 5| 4.5
00 43 28.4|+61 47 12| 225| | 1| 9.0
00 42 50.8|+32 34 12| 226| | 5|14.5
00 42 40.8|-01 31 47| 227| | 5|13.0
00 42 49.6|+23 30 13| 228| | 5|15.0
00 43 01.6|+23 29 12| 229| | 5|14.5
00 42 26.3|-23 37 47| 230| | 5|15.0
00 40 57.2|-73 21 46| 231| |19|12.0
00 42 44.3|-23 33 47| 232| | 5|14.0
00 43 26.6|+30 35 12| 233| | 5|14.0
00 43 24.5|+14 20 12| 234| | 5|13.5
00 42 50.2|-23 32 47| 235|A| 5|14.0
00 42 50.2|-23 32 47| 235|B| 5|14.0
00 43 29.2|+02 56 12| 236| | 5|14.5
00 43 28.9|-00 07 48| 237| | 5|13.5
00 43 27.5|-50 10 47| 238| | 0|
00 44 34.5|-03 45 48| 239| | 5|14.0
00 45 05.6|+06 08 12| 240| | 5|15.0
00 43 25.9|-73 25 47| 241| | 7|
00 43 37.8|-73 26 47| 242| |19|12.0
00 45 56.7|+29 56 11| 243| | 5|14.5
00 45 45.1|-15 34 48| 244| | 5|13.0
00 46 04.7|-01 43 49| 245| | 5|13.0
00 47 12.4|+12 25 11| 246| | 4|
00 47 02.4|-20 44 49| 247| | 5|10.0
00 45 25.0|-73 22 48| 248| |39|
00 45 25.4|-73 04 48| 249| |39|
00 47 17.9|+07 55 11| 250| | 5|15.0
00 47 49.3|+19 34 10| 251| | 5|14.5
00 48 02.5|+27 37 10| 252| | 5|13.5
00 47 31.7|-25 17 49| 253| | 5| 7.5
00 47 36.8|-31 25 49| 254| | 5|13.0
00 47 45.5|-11 28 49| 255| | 5|12.5
00 45 54.6|-73 29 48| 256| |69|12.0
00 48 05.9|+08 19 10| 257| | 5|13.5
00 48 14.5|+27 38 10| 258| | 5|15.0
00 48 04.6|-02 46 50| 259| | 5|12.5
00 48 32.5|+27 41 10| 260| | 5|14.5
00 46 30.9|-73 06 49| 261| |39|
00 48 51.3|+31 58 10| 262| | 5|15.0
00 48 51.3|-13 05 50| 263| | 5|14.0
00 48 29.4|-38 15 50| 264| | 5|
00 47 35.8|-73 28 49| 265| |29|12.0
00 49 51.4|+32 16 09| 266| | 5|12.5
00 47 59.9|-73 16 49| 267| |69|
00 50 10.3|-05 11 50| 268| | 5|13.5
00 48 29.3|-73 31 50| 269| |29|12.0
00 50 39.8|-08 38 51| 270| | 5|13.0
00 50 46.7|-01 52 51| 271| | 5|13.0
00 51 22.2|+35 50 09| 272| | 1|
00 50 52.0|-06 53 51| 273| | 5|13.0
00 51 04.0|-07 03 51| 274| | 5|13.0
00 51 04.0|-07 03 51| 275| | 5|13.5
00 52 07.8|-22 40 51| 276| | 5|14.0
00 51 27.8|-08 34 51| 277| | 5|13.0
00 52 01.0|+47 33 08| 278| | 5|12.5
00 52 16.6|-02 11 52| 279| | 5|14.0
00 52 32.3|+24 20 08| 280| | 5|14.5
00 52 52.3|+56 37 08| 281| | 1| 7.5
00 52 45.4|+30 37 08| 282| | 5|14.5
00 53 15.1|-13 10 52| 283| | 5|14.0
00 53 33.1|-13 08 52| 284| | 5|15.0
00 53 39.1|-13 09 52| 285| | 5|
00 53 33.1|-13 05 52| 286| | 5|14.0
00 53 33.8|+32 29 08| 287| | 5|15.0
00 52 37.1|-26 35 52| 288| | 2| 9.0
00 52 48.3|-31 12 52| 289| | 5|12.0
00 51 16.6|-73 08 51| 290| |19|12.0
00 53 33.7|-08 44 52| 291| | 5|14.0
00 52 46.3|-72 49 52| 292| | 5|
00 54 15.9|-07 13 52| 293| | 5|14.0
00 52 03.9|-73 20 51| 294| |39|
00 55 09.7|+31 31 07| 295| | 5|13.5
00 55 21.8|+31 40 07| 296| | 5|15.5
00 55 03.9|-07 20 53| 297| | 7|
00 54 57.9|-07 20 53| 298| | 5|13.5
00 53 58.8|-72 09 52| 299| |69|11.5
00 54 58.8|-37 41 53| 300| | 5|10.0
00 57 51.4|-10 26 54| 301| | 5|
00 55 57.4|-10 38 53| 302| | 5|
00 54 50.6|-16 39 53| 303| | 5|
00 56 08.5|+24 07 06| 304| | 5|14.0
00 56 00.6|+12 06 07| 305| | 5|15.5
00 54 52.3|-72 12 53| 306| |69|12.5
00 56 34.7|-01 45 54| 307| | 5|14.0
00 56 22.7|-01 46 54| 308| | 5|
00 56 27.5|-09 56 54| 309| | 5|12.5
00 56 57.5|-09 56 54| 309|A| 5|
00 56 52.7|-01 45 54| 310| | 5|
00 57 33.7|+30 16 06| 311| | 5|14.0
00 56 18.3|-52 46 53| 312| | 0|
00 57 45.7|+30 22 05| 313| | 7|
00 56 47.8|-31 58 54| 314| | 5|15.0
00 57 51.7|+30 21 05| 315| | 5|12.5
00 57 51.7|+30 21 05| 316| | 7|
00 57 36.8|+43 47 06| 317|A| 5|15.0
00 57 42.8|+43 47 05| 317|B| 5|14.0
00 58 03.8|+30 25 05| 318| | 5|15.0
00 57 09.1|-43 51 54| 319| | 5|
00 58 49.7|-20 49 55| 320| | 5|15.0
00 57 34.2|-04 59 54| 321| | 5|14.5
00 57 21.1|-43 43 54| 322| | 5|
00 56 48.1|-52 58 54| 323| | 0|
00 58 33.8|-40 29 55| 324| | 5|
00 57 52.2|-05 07 54| 325| | 5|16.0
00 58 21.1|+26 52 05| 326| | 5|15.0
00 57 58.2|-05 07 54| 327| | 5|13.0
00 57 06.1|-52 54 54| 328| | 0|
00 58 04.2|-05 03 54| 329| | 5|13.0
00 56 15.3|-72 28 53| 330| |29| 7.5
00 57 04.5|-02 45 54| 331| | 5|15.5
00 58 48.0|+07 06 05| 332| | 5|15.0
00 58 50.4|-16 28 55| 333|A| 5|16.0
00 58 50.4|-16 28 55| 333|B| 5|14.0
00 58 47.0|-35 07 55| 334| | 5|
00 59 08.1|-18 15 55| 335| | 5|14.0
00 58 50.1|-18 45 55| 336| | 5|12.0
00 59 45.8|-07 34 55| 337| | 5|12.5
01 01 45.7|-07 35 57| 337|A| 5|13.5
01 00 34.0|+30 39 04| 338| | 5|14.0
00 57 47.0|-74 28 54| 339| |29|12.0
01 00 33.9|-06 52 56| 340| | 5|14.0
01 00 45.5|-09 10 56| 341|A| 5|13.0
01 00 51.5|-09 10 56| 341|B| 5|15.0
01 00 45.9|-06 46 56| 342| | 5|14.5
01 00 49.2|-23 13 56| 343| | 7|
01 01 37.1|-23 13 56| 344| | 5|
01 01 21.9|-06 53 56| 345| | 5|13.5
00 59 02.5|-72 10 55| 346| |69|
01 01 21.9|-06 48 56| 347| | 5|14.5
01 00 47.3|-53 13 56| 348| | 0|
01 01 51.9|-06 48 57| 349| | 5|13.5
01 01 57.9|-06 48 57| 350| | 5|15.0
01 02 04.6|-01 54 57| 351| | 5|14.5
01 02 10.3|-04 14 57| 352| | 5|12.5
01 02 34.6|-01 55 57| 353| | 5|14.5
01 03 14.6|+22 21 02| 354| | 5|14.0
01 03 09.9|-06 19 57| 355| | 5|15.0
01 03 15.8|-06 59 57| 356| | 5|13.5
01 03 21.9|-06 20 57| 357| | 5|13.0
01 05 10.3|+62 02 01| 358| | 7|
01 04 22.8|-00 44 58| 359| | 5|15.0
01 02 51.1|-65 35 57| 360| | 0|
01 02 14.0|-71 36 57| 361| |29|12.0
01 02 21.1|-70 50 57| 362| | 2| 8.0
01 06 08.1|-16 33 59| 363| | 5|15.0
01 04 34.8|-00 50 58| 364| | 5|14.0
01 04 16.5|-35 08 58| 365| | 5|
01 06 28.8|+62 14 00| 366| | 1|12.0
01 04 56.9|-12 19 58| 367| | 5|
01 04 26.3|-43 15 58| 368| | 5|
01 05 01.9|-17 46 58| 369| | 5|14.0
01 06 34.9|+32 25 00| 370| | 7|
01 03 18.8|-72 04 57| 371| |69|
01 06 40.9|+32 26 00| 372| | 7|
01 06 58.9|+32 18 00| 373| | 5|
01 07 05.0|+32 46 00| 374| | 5|14.5
01 07 05.0|+32 21 00| 375| | 5|16.0
01 03 47.3|-72 48 58| 376| |29|
01 06 19.5|-20 02 59| 377| | 7|
01 06 11.4|-30 10 59| 378| | 5|14.0
01 07 17.0|+32 31 00| 379| | 5|14.0
01 07 17.0|+32 29 00| 380| | 5|14.0
01 08 22.8|+61 34 59| 381| | 1| 9.5
01 07 23.0|+32 24 00| 382| | 5|14.0
01 07 23.0|+32 25 00| 383| | 5|13.5
01 07 23.0|+32 18 00| 384| | 5|14.5
01 07 29.0|+32 19 00| 385| | 5|14.5
01 07 29.0|+32 22 00| 386| | 5|15.5
01 07 29.0|+32 23 00| 387| | 5|
01 07 47.0|+32 19 00| 388| | 5|15.5
01 08 31.0|+39 41 59| 389| | 5|15.0
01 08 05.1|+32 26 59| 390| | 5|
01 07 29.1|+00 56 00| 391| | 5|14.5
01 08 23.2|+33 06 59| 392| | 5|14.0
01 08 37.0|+39 39 59| 393| | 5|13.5
01 08 23.3|+33 07 59| 394| | 5|15.0
01 05 06.2|-71 59 58| 395| |69|
01 10 17.5|+03 31 58| 396| | 5|16.0
01 08 29.3|+33 05 59| 397| | 5|15.5
01 08 47.1|+32 29 59| 398| | 5|15.5
01 08 59.2|+32 36 59| 399| | 5|14.5
01 08 59.2|+32 43 59| 400| | 7|
01 09 05.2|+32 45 59| 401| | 7|
01 09 11.2|+32 48 59| 402| | 7|
01 09 17.2|+32 44 59| 403| | 5|13.5
01 09 30.0|+35 42 59| 404| | 5|12.0
01 08 18.6|-46 40 00| 405| | 7|
01 07 26.5|-69 53 00| 406| | 5|12.5
01 10 35.4|+33 06 58| 407| | 5|14.5
01 10 53.5|+33 05 58| 408| | 5|
01 09 39.8|-35 46 01| 409| | 5|
01 10 59.5|+33 08 58| 410| | 5|12.5
01 07 53.4|-71 46 00| 411| |29|11.0
01 10 19.3|-20 01 02| 412| | 7|
01 09 28.4|-02 50 01| 413| | 5|16.0
01 11 17.5|+33 05 57| 414| | 5|14.5
01 10 09.8|-35 29 02| 415| | 5|
01 08 10.2|-72 21 00| 416| |29|12.0
01 11 07.6|-18 10 02| 417| | 5|15.0
01 10 35.1|-30 13 02| 418| | 5|13.0
01 08 28.9|-71 53 01| 419| |29|10.0
01 12 05.3|+32 05 57| 420| | 5|13.5
01 12 05.3|+32 08 57| 421| | 7|
01 09 28.7|-71 45 01| 422| |19|12.5
01 11 23.2|-29 13 02| 423| | 5|14.0
01 11 20.9|-38 07 02| 424| | 5|
01 13 01.2|+38 47 56| 425| | 5|13.5
01 12 52.9|-00 17 04| 426| | 5|14.5
01 12 28.5|-32 03 03| 427| | 5|15.0
01 12 59.1|+00 58 56| 428| | 5|12.0
01 12 58.8|-00 20 04| 429| | 5|14.5
01 13 04.9|-00 15 04| 430| | 5|13.5
01 14 11.9|+33 43 55| 431| | 5|14.0
01 11 46.0|-61 36 03| 432| | 0|
01 15 17.4|+60 07 55| 433| | 1|
01 12 12.3|-58 15 03| 434| | 5|13.5
01 12 30.2|-58 13 03| 434|A| 5|
01 13 59.3|+02 03 56| 435| | 5|15.0
01 15 34.6|+58 48 54| 436| | 1| 9.5
01 14 24.0|+05 55 55| 437| | 5|14.0
01 13 26.8|-37 56 04| 438| | 5|
01 13 52.4|-31 44 04| 439| | 5|13.0
01 12 54.1|-58 17 03| 440| | 5|
01 13 58.4|-31 47 04| 441| | 5|14.0
01 14 40.7|-01 01 05| 442| | 5|14.5
01 15 05.9|+33 22 55| 443| | 5|14.0
01 15 53.4|+31 04 54| 444| | 5|14.5
01 14 53.3|+01 55 55| 445| | 5|15.5
01 14 53.7|+04 10 55| 446| | 5|15.5
01 16 05.9|+33 05 54| 447| | 5|15.0
01 15 16.6|-01 37 05| 448| | 5|13.0
01 15 35.9|+33 03 54| 449| | 5|14.0
01 15 28.7|-00 52 05| 450| | 5|12.5
01 16 11.9|+33 03 54| 451| | 5|15.0
01 16 17.4|+31 01 54| 452| | 5|14.0
01 16 17.9|+33 02 54| 453| | 7|
01 14 19.6|-55 24 04| 454| | 0|
01 15 59.9|+05 10 54| 455| | 5|14.0
01 13 59.7|-73 16 04| 456| |69|
01 19 05.0|+58 19 52| 457| | 1| 8.0
01 14 50.9|-71 32 05| 458| |29|10.5
01 18 02.4|+17 32 53| 459| | 5|15.5
01 14 49.4|-72 18 05| 460| |69|
01 16 15.6|-33 57 06| 461| | 5|
01 18 05.7|+04 13 53| 462| | 5|
01 18 56.2|+16 18 52| 463| | 5|15.0
01 19 00.7|+34 57 52| 464| | 5|
01 15 46.7|-73 19 05| 465| |19|
01 17 10.7|-58 55 06| 466| | 0|
01 19 11.6|+03 17 52| 467| | 5|13.5
01 19 48.2|+32 46 51| 468| | 5|15.0
01 19 25.9|+14 52 52| 469| | 5|15.0
01 19 47.6|+03 24 52| 470| | 5|12.5
01 19 55.9|+14 46 51| 471| | 5|14.0
01 20 30.2|+32 42 51| 472| | 5|14.0
01 19 50.3|+16 32 51| 473| | 5|13.5
01 20 05.6|+03 24 51| 474| | 5|12.0
01 20 01.9|+14 50 51| 475| | 5|
01 20 14.2|+16 00 51| 476| | 5|15.0
01 21 20.7|+40 28 50| 477| | 5|14.0
01 20 12.2|-22 22 09| 478| | 5|15.0
01 21 17.7|+03 51 50| 479| | 5|15.0
01 20 56.9|-09 52 09| 480| | 7|
01 21 03.0|-09 12 09| 481| | 5|14.0
01 20 19.0|-40 57 09| 482| | 5|
01 22 00.6|+33 31 50| 483| | 5|14.0
01 19 34.4|-58 32 08| 484| | 0|
01 21 24.3|+07 00 50| 485| | 5|14.0
01 22 06.0|+05 23 50| 486| | 5|15.5
01 21 49.5|-16 21 10| 487| | 5|14.0
01 21 48.0|+05 15 50| 488| | 5|11.5
01 21 48.8|+09 11 50| 489| | 5|13.5
01 22 06.0|+05 21 50| 490| | 5|15.5
01 21 21.1|-34 03 09| 491| | 5|13.0
01 19 51.3|-33 52 08| 491|A| 5|
01 22 12.0|+05 24 50| 492| | 5|15.5
01 22 11.1|+00 56 50| 493| | 5|13.0
01 23 00.6|+33 10 49| 494| | 5|14.0
01 22 54.7|+33 28 49| 495| | 5|14.0
01 23 18.7|+33 32 49| 496| | 5|14.5
01 22 22.7|-00 52 10| 497| | 5|14.0
01 23 18.7|+33 29 49| 498| | 5|16.0
01 23 12.7|+33 27 49| 499| | 5|13.0
01 22 42.0|+05 23 49| 500| | 5|15.0
01 23 24.7|+33 26 49| 501| | 5|15.0
01 22 48.8|+09 02 49| 502| | 5|14.0
01 23 30.7|+33 20 49| 503| | 5|15.0
01 23 30.6|+33 12 49| 504| | 5|14.0
01 22 54.9|+09 27 49| 505| | 5|15.0
01 23 36.6|+33 13 49| 506| | 7|
01 23 36.7|+33 15 49| 507| | 5|13.0
01 23 36.7|+33 17 49| 508| | 5|14.5
01 23 24.9|+09 25 49| 509| | 5|14.5
01 23 42.7|+33 25 48| 510| | 5|
01 23 31.3|+11 16 49| 511| | 5|15.5
01 24 00.9|+33 54 48| 512| | 5|14.0
01 23 48.8|+33 48 48| 513| | 5|13.5
01 24 01.6|+12 55 48| 514| | 5|12.5
01 24 36.8|+33 28 48| 515| | 5|14.5
01 24 06.9|+09 32 48| 516| | 5|14.5
01 24 42.8|+33 26 48| 517| | 5|13.5
01 24 18.9|+09 19 48| 518| | 5|14.5
01 24 28.6|-01 38 12| 519| | 5|15.5
01 24 35.7|+03 47 48| 520| | 5|12.5
01 24 35.3|+01 43 48| 521| | 5|12.5
01 24 43.0|+09 59 48| 522| | 5|14.0
01 25 19.0|+34 01 47| 523| | 5|13.5
01 24 48.9|+09 32 48| 524| | 5|12.0
01 24 49.0|+09 41 48| 525| | 5|14.5
01 23 56.6|-35 03 11| 526| | 5|
01 24 02.5|-35 06 12| 527| | 5|
01 25 31.0|+33 40 47| 528| | 5|13.5
01 25 43.3|+34 43 47| 529| | 5|13.0
01 24 40.6|-01 34 12| 530| | 5|14.0
01 26 19.4|+34 44 46| 531| | 5|15.0
01 25 18.9|+09 15 47| 532| | 5|13.5
01 25 35.3|+01 45 47| 533| | 5|13.0
01 24 37.5|-38 07 12| 534| | 5|
01 25 34.6|-01 23 13| 535| | 5|15.0
01 26 25.4|+34 42 46| 536| | 5|13.0
01 26 19.1|+34 04 46| 537| | 7|
01 25 28.6|-01 32 13| 538| | 5|14.5
01 25 18.9|-18 09 13| 539| | 5|14.0
01 24 36.6|-19 54 12| 540| | 5|
